Zonas  Turísticas;Periodo;Total
Galicia: Rías Altas (A Coruña);2017M04;2,73
Galicia: Rías Altas (A Coruña);2017M03;3,22
Galicia: Rías Altas (A Coruña);2017M02;2,34
Galicia: Rías Altas (A Coruña);2017M01;2,65
Galicia: Rías Altas (A Coruña);2016M12;3,16
Galicia: Rías Altas (A Coruña);2016M11;2,14
Galicia: Rías Altas (A Coruña);2016M10;2,48
Galicia: Rías Altas (A Coruña);2016M09;3,26
Galicia: Rías Altas (A Coruña);2016M08;4,09
Galicia: Rías Altas (A Coruña);2016M07;3,38
Galicia: Rías Altas (A Coruña);2016M06;2,78
Galicia: Rías Altas (A Coruña);2016M05;2,84
Galicia: Rías Altas (A Coruña);2016M04;2,46
Galicia: Rías Altas (A Coruña);2016M03;3,11
Galicia: Rías Altas (A Coruña);2016M02;2,23
Galicia: Rías Altas (A Coruña);2016M01;2,69
Galicia: Rías Altas (A Coruña);2015M12;2,86
Galicia: Rías Altas (A Coruña);2015M11;3,45
Galicia: Rías Altas (A Coruña);2015M10;2,45
Galicia: Rías Altas (A Coruña);2015M09;2,93
Galicia: Rías Altas (A Coruña);2015M08;3,16
Galicia: Rías Altas (A Coruña);2015M07;3,3
Galicia: Rías Altas (A Coruña);2015M06;4,04
Galicia: Rías Altas (A Coruña);2015M05;3,18
Galicia: Rías Altas (A Coruña);2015M04;2,97
Galicia: Rías Altas (A Coruña);2015M03;2,79
Galicia: Rías Altas (A Coruña);2015M02;2,92
Galicia: Rías Altas (A Coruña);2015M01;4,33
Galicia: Rías Altas (A Coruña);2014M12;3,97
Galicia: Rías Altas (A Coruña);2014M11;3,12
Galicia: Rías Altas (A Coruña);2014M10;3,38
Galicia: Rías Altas (A Coruña);2014M09;3,55
Galicia: Rías Altas (A Coruña);2014M08;4,21
Galicia: Rías Altas (A Coruña);2014M07;3,82
Galicia: Rías Altas (A Coruña);2014M06;3,39
Galicia: Rías Altas (A Coruña);2014M05;3,2
Galicia: Rías Altas (A Coruña);2014M04;2,97
Galicia: Rías Altas (A Coruña);2014M03;3,18
Galicia: Rías Altas (A Coruña);2014M02;2,58
Galicia: Rías Altas (A Coruña);2014M01;3,59
Galicia: Rías Altas (A Coruña);2013M12;6,76
Galicia: Rías Altas (A Coruña);2013M11;3,88
Galicia: Rías Altas (A Coruña);2013M10;3,96
Galicia: Rías Altas (A Coruña);2013M09;3,48
Galicia: Rías Altas (A Coruña);2013M08;4,17
Galicia: Rías Altas (A Coruña);2013M07;3,83
Galicia: Rías Altas (A Coruña);2013M06;2,63
Galicia: Rías Altas (A Coruña);2013M05;3,23
Galicia: Rías Altas (A Coruña);2013M04;2,59
Galicia: Rías Altas (A Coruña);2013M03;3,54
Galicia: Rías Altas (A Coruña);2013M02;2,91
Galicia: Rías Altas (A Coruña);2013M01;2,62
Galicia: Rías Altas (A Coruña);2012M12;
Galicia: Rías Altas (A Coruña);2012M11;
Galicia: Rías Altas (A Coruña);2012M10;
Galicia: Rías Altas (A Coruña);2012M09;
Galicia: Rías Altas (A Coruña);2012M08;
Galicia: Rías Altas (A Coruña);2012M07;
Galicia: Rías Altas (A Coruña);2012M06;
Galicia: Rías Altas (A Coruña);2012M05;
Galicia: Rías Altas (A Coruña);2012M04;
Galicia: Rías Altas (A Coruña);2012M03;
Galicia: Rías Altas (A Coruña);2012M02;
Galicia: Rías Altas (A Coruña);2012M01;
Galicia: Rías Altas (A Coruña);2011M12;
Galicia: Rías Altas (A Coruña);2011M11;
Galicia: Rías Altas (A Coruña);2011M10;
Galicia: Rías Altas (A Coruña);2011M09;
Galicia: Rías Altas (A Coruña);2011M08;
Galicia: Rías Altas (A Coruña);2011M07;
Galicia: Rías Altas (A Coruña);2011M06;
Galicia: Rías Altas (A Coruña);2011M05;
Galicia: Rías Altas (A Coruña);2011M04;
Galicia: Rías Altas (A Coruña);2011M03;
Galicia: Rías Altas (A Coruña);2011M02;
Galicia: Rías Altas (A Coruña);2011M01;
Galicia: Rías Altas (A Coruña);2010M12;
Galicia: Rías Altas (A Coruña);2010M11;
Galicia: Rías Altas (A Coruña);2010M10;
Galicia: Rías Altas (A Coruña);2010M09;
Galicia: Rías Altas (A Coruña);2010M08;
Galicia: Rías Altas (A Coruña);2010M07;
Galicia: Rías Altas (A Coruña);2010M06;
Galicia: Rías Altas (A Coruña);2010M05;
Galicia: Rías Altas (A Coruña);2010M04;
Galicia: Rías Altas (A Coruña);2010M03;
Galicia: Rías Altas (A Coruña);2010M02;
Galicia: Rías Altas (A Coruña);2010M01;
Galicia: Rías Altas (A Coruña);2009M12;
Galicia: Rías Altas (A Coruña);2009M11;
Galicia: Rías Altas (A Coruña);2009M10;
Galicia: Rías Altas (A Coruña);2009M09;
Galicia: Rías Altas (A Coruña);2009M08;
Galicia: Rías Altas (A Coruña);2009M07;
Galicia: Rías Altas (A Coruña);2009M06;
Galicia: Rías Altas (A Coruña);2009M05;
Galicia: Rías Altas (A Coruña);2009M04;
Galicia: Rías Altas (A Coruña);2009M03;
Galicia: Rías Altas (A Coruña);2009M02;
Galicia: Rías Altas (A Coruña);2009M01;
Galicia: Rías Altas (A Coruña);2008M12;
Galicia: Rías Altas (A Coruña);2008M11;
Galicia: Rías Altas (A Coruña);2008M10;
Galicia: Rías Altas (A Coruña);2008M09;
Galicia: Rías Altas (A Coruña);2008M08;
Galicia: Rías Altas (A Coruña);2008M07;
Galicia: Rías Altas (A Coruña);2008M06;
Galicia: Rías Altas (A Coruña);2008M05;
Galicia: Rías Altas (A Coruña);2008M04;
Galicia: Rías Altas (A Coruña);2008M03;
Galicia: Rías Altas (A Coruña);2008M02;
Galicia: Rías Altas (A Coruña);2008M01;
Galicia: Rías Altas (A Coruña);2007M12;
Galicia: Rías Altas (A Coruña);2007M11;
Galicia: Rías Altas (A Coruña);2007M10;
Galicia: Rías Altas (A Coruña);2007M09;
Galicia: Rías Altas (A Coruña);2007M08;
Galicia: Rías Altas (A Coruña);2007M07;
Galicia: Rías Altas (A Coruña);2007M06;
Galicia: Rías Altas (A Coruña);2007M05;
Galicia: Rías Altas (A Coruña);2007M04;
Galicia: Rías Altas (A Coruña);2007M03;
Galicia: Rías Altas (A Coruña);2007M02;
Galicia: Rías Altas (A Coruña);2007M01;
Galicia: Rías Altas (A Coruña);2006M12;
Galicia: Rías Altas (A Coruña);2006M11;
Galicia: Rías Altas (A Coruña);2006M10;
Galicia: Rías Altas (A Coruña);2006M09;
Galicia: Rías Altas (A Coruña);2006M08;
Galicia: Rías Altas (A Coruña);2006M07;
Galicia: Rías Altas (A Coruña);2006M06;
Galicia: Rías Altas (A Coruña);2006M05;
Galicia: Rías Altas (A Coruña);2006M04;
Galicia: Rías Altas (A Coruña);2006M03;
Galicia: Rías Altas (A Coruña);2006M02;
Galicia: Rías Altas (A Coruña);2006M01;
Galicia: Rías Altas (A Coruña);2005M12;
Galicia: Rías Altas (A Coruña);2005M11;
Galicia: Rías Altas (A Coruña);2005M10;
Galicia: Rías Altas (A Coruña);2005M09;
Galicia: Rías Altas (A Coruña);2005M08;
Galicia: Rías Altas (A Coruña);2005M07;
Galicia: Rías Altas (A Coruña);2005M06;
Galicia: Rías Altas (A Coruña);2005M05;
Galicia: Rías Altas (A Coruña);2005M04;
Galicia: Rías Altas (A Coruña);2005M03;
Galicia: Rías Altas (A Coruña);2005M02;
Galicia: Rías Altas (A Coruña);2005M01;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2022M08;5,25
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2022M07;4,47
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2022M06;2,76
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2022M05;2,39
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2022M04;2
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2022M03;1,84
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2022M02;2,24
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2022M01;1,7
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2021M12;2,47
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2021M11;2,04
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2021M10;2,58
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2021M09;4,06
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2021M08;6,06
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2021M07;5,44
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2021M06;3,16
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2021M05;1,91
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2021M04;2,13
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2021M03;2,34
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2021M02;5,15
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2021M01;6,4
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2020M12;5,32
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2020M11;3,39
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2020M10;2,53
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2020M09;4,22
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2020M08;5,87
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2020M07;5,52
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2020M06;.
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2020M05;.
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2020M04;0
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2020M03;2,44
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2020M02;1,78
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2020M01;2,34
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2019M12;1,98
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2019M11;1,46
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2019M10;2,53
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2019M09;4,65
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2019M08;6,39
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2019M07;5,67
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2019M06;3,07
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2019M05;2,67
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2019M04;3,02
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2019M03;1,86
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2019M02;1,81
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2019M01;2,23
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2018M12;2,1
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2018M11;1,91
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2018M10;2,8
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2018M09;4,46
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2018M08;5,65
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2018M07;5,94
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2018M06;3,58
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2018M05;1,81
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2018M04;2,13
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2018M03;2,38
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2018M02;.
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2018M01;.
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2017M12;4,56
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2017M11;3,07
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2017M10;3,24
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2017M09;4,86
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2017M08;6,12
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2017M07;6,21
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2017M06;3,65
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2017M05;3,82
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2017M04;2,95
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2017M03;4,1
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2017M02;5,79
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2017M01;6,5
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2016M12;3,73
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2016M11;4,08
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2016M10;3,11
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2016M09;4,32
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2016M08;5,97
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2016M07;5,89
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2016M06;3,32
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2016M05;2,59
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2016M04;2,72
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2016M03;3,09
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2016M02;1,62
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2016M01;1,87
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2015M12;2,52
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2015M11;1,57
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2015M10;2,53
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2015M09;4,81
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2015M08;6,96
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2015M07;6,87
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2015M06;3,77
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2015M05;2,15
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2015M04;2,89
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2015M03;2,08
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2015M02;2,39
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2015M01;2,29
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2014M12;4,44
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2014M11;4,9
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2014M10;3,81
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2014M09;6,03
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2014M08;8,78
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2014M07;7,51
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2014M06;4,35
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2014M05;2,23
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2014M04;3,37
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2014M03;1,93
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2014M02;2,93
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2014M01;5,04
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2013M12;3,35
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2013M11;2,8
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2013M10;3
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2013M09;5,14
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2013M08;7,67
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2013M07;6,58
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2013M06;3,94
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2013M05;2,29
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2013M04;2,71
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2013M03;3,13
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2013M02;2,29
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2013M01;3,35
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2012M12;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2012M11;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2012M10;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2012M09;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2012M08;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2012M07;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2012M06;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2012M05;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2012M04;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2012M03;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2012M02;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2012M01;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2011M12;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2011M11;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2011M10;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2011M09;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2011M08;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2011M07;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2011M06;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2011M05;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2011M04;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2011M03;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2011M02;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2011M01;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2010M12;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2010M11;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2010M10;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2010M09;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2010M08;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2010M07;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2010M06;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2010M05;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2010M04;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2010M03;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2010M02;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2010M01;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2009M12;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2009M11;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2009M10;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2009M09;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2009M08;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2009M07;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2009M06;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2009M05;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2009M04;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2009M03;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2009M02;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2009M01;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2008M12;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2008M11;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2008M10;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2008M09;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2008M08;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2008M07;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2008M06;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2008M05;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2008M04;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2008M03;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2008M02;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2008M01;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2007M12;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2007M11;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2007M10;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2007M09;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2007M08;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2007M07;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2007M06;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2007M05;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2007M04;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2007M03;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2007M02;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2007M01;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2006M12;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2006M11;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2006M10;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2006M09;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2006M08;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2006M07;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2006M06;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2006M05;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2006M04;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2006M03;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2006M02;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2006M01;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2005M12;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2005M11;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2005M10;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2005M09;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2005M08;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2005M07;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2005M06;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2005M05;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2005M04;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2005M03;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2005M02;
Galicia: Rías Baixas (Pontevedra  y  A Coruña);2005M01;
Galicia: Costa A Mariña Lucense (Lugo);2022M08;4,56
Galicia: Costa A Mariña Lucense (Lugo);2022M07;3,91
Galicia: Costa A Mariña Lucense (Lugo);2022M06;3,38
Galicia: Costa A Mariña Lucense (Lugo);2022M05;2,59
Galicia: Costa A Mariña Lucense (Lugo);2022M04;2,98
Galicia: Costa A Mariña Lucense (Lugo);2022M03;3,73
Galicia: Costa A Mariña Lucense (Lugo);2022M02;3,5
Galicia: Costa A Mariña Lucense (Lugo);2022M01;9,22
Galicia: Costa A Mariña Lucense (Lugo);2021M12;5,42
Galicia: Costa A Mariña Lucense (Lugo);2021M11;6,76
Galicia: Costa A Mariña Lucense (Lugo);2021M10;3,35
Galicia: Costa A Mariña Lucense (Lugo);2021M09;3,54
Galicia: Costa A Mariña Lucense (Lugo);2021M08;4,37
Galicia: Costa A Mariña Lucense (Lugo);2021M07;4,12
Galicia: Costa A Mariña Lucense (Lugo);2021M06;4,81
Galicia: Costa A Mariña Lucense (Lugo);2021M05;4,41
Galicia: Costa A Mariña Lucense (Lugo);2021M04;6,06
Galicia: Costa A Mariña Lucense (Lugo);2021M03;3,89
Galicia: Costa A Mariña Lucense (Lugo);2021M02;13,58
Galicia: Costa A Mariña Lucense (Lugo);2021M01;12,66
Galicia: Costa A Mariña Lucense (Lugo);2020M12;8,71
Galicia: Costa A Mariña Lucense (Lugo);2020M11;10,14
Galicia: Costa A Mariña Lucense (Lugo);2020M10;6,93
Galicia: Costa A Mariña Lucense (Lugo);2020M09;6,09
Galicia: Costa A Mariña Lucense (Lugo);2020M08;6,17
Galicia: Costa A Mariña Lucense (Lugo);2020M07;7,43
Galicia: Costa A Mariña Lucense (Lugo);2020M06;.
Galicia: Costa A Mariña Lucense (Lugo);2020M05;.
Galicia: Costa A Mariña Lucense (Lugo);2020M04;0
Galicia: Costa A Mariña Lucense (Lugo);2020M03;.
Galicia: Costa A Mariña Lucense (Lugo);2020M02;7,21
Galicia: Costa A Mariña Lucense (Lugo);2020M01;10,65
Galicia: Costa A Mariña Lucense (Lugo);2019M12;10,6
Galicia: Costa A Mariña Lucense (Lugo);2019M11;5,38
Galicia: Costa A Mariña Lucense (Lugo);2019M10;4,98
Galicia: Costa A Mariña Lucense (Lugo);2019M09;4,82
Galicia: Costa A Mariña Lucense (Lugo);2019M08;5,85
Galicia: Costa A Mariña Lucense (Lugo);2019M07;5,01
Galicia: Costa A Mariña Lucense (Lugo);2019M06;5,68
Galicia: Costa A Mariña Lucense (Lugo);2019M05;8,06
Galicia: Costa A Mariña Lucense (Lugo);2019M04;6,31
Galicia: Costa A Mariña Lucense (Lugo);2019M03;2,46
Galicia: Costa A Mariña Lucense (Lugo);2019M02;3
Galicia: Costa A Mariña Lucense (Lugo);2019M01;2,88
Galicia: Costa A Mariña Lucense (Lugo);2018M12;3,62
Galicia: Costa A Mariña Lucense (Lugo);2018M11;5,53
Galicia: Costa A Mariña Lucense (Lugo);2018M10;2,94
Galicia: Costa A Mariña Lucense (Lugo);2018M09;3,56
Galicia: Costa A Mariña Lucense (Lugo);2018M08;4,17
Galicia: Costa A Mariña Lucense (Lugo);2018M07;4,44
Galicia: Costa A Mariña Lucense (Lugo);2018M06;2,73
Galicia: Costa A Mariña Lucense (Lugo);2018M05;5,33
Galicia: Costa A Mariña Lucense (Lugo);2018M04;.
Galicia: Costa A Mariña Lucense (Lugo);2018M03;5,14
Galicia: Costa A Mariña Lucense (Lugo);2018M02;.
Galicia: Costa A Mariña Lucense (Lugo);2018M01;.
Galicia: Costa A Mariña Lucense (Lugo);2017M12;3,34
Galicia: Costa A Mariña Lucense (Lugo);2017M11;4,11
Galicia: Costa A Mariña Lucense (Lugo);2017M10;1,86
Galicia: Costa A Mariña Lucense (Lugo);2017M09;3,86
Galicia: Costa A Mariña Lucense (Lugo);2017M08;4,09
Galicia: Costa A Mariña Lucense (Lugo);2017M07;3,92
Galicia: Costa A Mariña Lucense (Lugo);2017M06;2,27
Galicia: Costa A Mariña Lucense (Lugo);2017M05;1,69
Galicia: Costa A Mariña Lucense (Lugo);2017M04;2,86
Galicia: Costa A Mariña Lucense (Lugo);2017M03;3,34
Galicia: Costa A Mariña Lucense (Lugo);2017M02;2,04
Galicia: Costa A Mariña Lucense (Lugo);2017M01;4,42
Galicia: Costa A Mariña Lucense (Lugo);2016M12;4,27
Galicia: Costa A Mariña Lucense (Lugo);2016M11;4,28
Galicia: Costa A Mariña Lucense (Lugo);2016M10;2,55
Galicia: Costa A Mariña Lucense (Lugo);2016M09;3,78
Galicia: Costa A Mariña Lucense (Lugo);2016M08;5,51
Galicia: Costa A Mariña Lucense (Lugo);2016M07;5,38
Galicia: Costa A Mariña Lucense (Lugo);2016M06;2,65
Galicia: Costa A Mariña Lucense (Lugo);2016M05;4,1
Galicia: Costa A Mariña Lucense (Lugo);2016M04;2,61
Galicia: Costa A Mariña Lucense (Lugo);2016M03;3,73
Galicia: Costa A Mariña Lucense (Lugo);2016M02;2,06
Galicia: Costa A Mariña Lucense (Lugo);2016M01;7,99
Galicia: Costa A Mariña Lucense (Lugo);2015M12;2,49
Galicia: Costa A Mariña Lucense (Lugo);2015M11;6,97
Galicia: Costa A Mariña Lucense (Lugo);2015M10;3,22
Galicia: Costa A Mariña Lucense (Lugo);2015M09;2,56
Galicia: Costa A Mariña Lucense (Lugo);2015M08;5,88
