Zonas  Turísticas;Periodo;Total
Cataluña: Terres de l'Ebre;2012M07;
Cataluña: Terres de l'Ebre;2012M06;
Cataluña: Terres de l'Ebre;2012M05;
Cataluña: Terres de l'Ebre;2012M04;
Cataluña: Terres de l'Ebre;2012M03;
Cataluña: Terres de l'Ebre;2012M02;
Cataluña: Terres de l'Ebre;2012M01;
Cataluña: Terres de l'Ebre;2011M12;
Cataluña: Terres de l'Ebre;2011M11;
Cataluña: Terres de l'Ebre;2011M10;
Cataluña: Terres de l'Ebre;2011M09;
Cataluña: Terres de l'Ebre;2011M08;
Cataluña: Terres de l'Ebre;2011M07;
Cataluña: Terres de l'Ebre;2011M06;
Cataluña: Terres de l'Ebre;2011M05;
Cataluña: Terres de l'Ebre;2011M04;
Cataluña: Terres de l'Ebre;2011M03;
Cataluña: Terres de l'Ebre;2011M02;
Cataluña: Terres de l'Ebre;2011M01;
Cataluña: Terres de l'Ebre;2010M12;
Cataluña: Terres de l'Ebre;2010M11;
Cataluña: Terres de l'Ebre;2010M10;
Cataluña: Terres de l'Ebre;2010M09;
Cataluña: Terres de l'Ebre;2010M08;
Cataluña: Terres de l'Ebre;2010M07;
Cataluña: Terres de l'Ebre;2010M06;
Cataluña: Terres de l'Ebre;2010M05;
Cataluña: Terres de l'Ebre;2010M04;
Cataluña: Terres de l'Ebre;2010M03;
Cataluña: Terres de l'Ebre;2010M02;
Cataluña: Terres de l'Ebre;2010M01;
Cataluña: Terres de l'Ebre;2009M12;
Cataluña: Terres de l'Ebre;2009M11;
Cataluña: Terres de l'Ebre;2009M10;
Cataluña: Terres de l'Ebre;2009M09;
Cataluña: Terres de l'Ebre;2009M08;
Cataluña: Terres de l'Ebre;2009M07;
Cataluña: Terres de l'Ebre;2009M06;
Cataluña: Terres de l'Ebre;2009M05;
Cataluña: Terres de l'Ebre;2009M04;
Cataluña: Terres de l'Ebre;2009M03;
Cataluña: Terres de l'Ebre;2009M02;
Cataluña: Terres de l'Ebre;2009M01;
Cataluña: Terres de l'Ebre;2008M12;
Cataluña: Terres de l'Ebre;2008M11;
Cataluña: Terres de l'Ebre;2008M10;
Cataluña: Terres de l'Ebre;2008M09;
Cataluña: Terres de l'Ebre;2008M08;
Cataluña: Terres de l'Ebre;2008M07;
Cataluña: Terres de l'Ebre;2008M06;
Cataluña: Terres de l'Ebre;2008M05;
Cataluña: Terres de l'Ebre;2008M04;
Cataluña: Terres de l'Ebre;2008M03;
Cataluña: Terres de l'Ebre;2008M02;
Cataluña: Terres de l'Ebre;2008M01;
Cataluña: Terres de l'Ebre;2007M12;
Cataluña: Terres de l'Ebre;2007M11;
Cataluña: Terres de l'Ebre;2007M10;
Cataluña: Terres de l'Ebre;2007M09;
Cataluña: Terres de l'Ebre;2007M08;
Cataluña: Terres de l'Ebre;2007M07;
Cataluña: Terres de l'Ebre;2007M06;
Cataluña: Terres de l'Ebre;2007M05;
Cataluña: Terres de l'Ebre;2007M04;
Cataluña: Terres de l'Ebre;2007M03;
Cataluña: Terres de l'Ebre;2007M02;
Cataluña: Terres de l'Ebre;2007M01;
Cataluña: Terres de l'Ebre;2006M12;
Cataluña: Terres de l'Ebre;2006M11;
Cataluña: Terres de l'Ebre;2006M10;
Cataluña: Terres de l'Ebre;2006M09;
Cataluña: Terres de l'Ebre;2006M08;
Cataluña: Terres de l'Ebre;2006M07;
Cataluña: Terres de l'Ebre;2006M06;
Cataluña: Terres de l'Ebre;2006M05;
Cataluña: Terres de l'Ebre;2006M04;
Cataluña: Terres de l'Ebre;2006M03;
Cataluña: Terres de l'Ebre;2006M02;
Cataluña: Terres de l'Ebre;2006M01;
Cataluña: Terres de l'Ebre;2005M12;
Cataluña: Terres de l'Ebre;2005M11;
Cataluña: Terres de l'Ebre;2005M10;
Cataluña: Terres de l'Ebre;2005M09;
Cataluña: Terres de l'Ebre;2005M08;
Cataluña: Terres de l'Ebre;2005M07;
Cataluña: Terres de l'Ebre;2005M06;
Cataluña: Terres de l'Ebre;2005M05;
Cataluña: Terres de l'Ebre;2005M04;
Cataluña: Terres de l'Ebre;2005M03;
Cataluña: Terres de l'Ebre;2005M02;
Cataluña: Terres de l'Ebre;2005M01;
Cataluña: Cataluña Central;2022M08;
Cataluña: Cataluña Central;2022M07;
Cataluña: Cataluña Central;2022M06;
Cataluña: Cataluña Central;2022M05;
Cataluña: Cataluña Central;2022M04;
Cataluña: Cataluña Central;2022M03;
Cataluña: Cataluña Central;2022M02;
Cataluña: Cataluña Central;2022M01;
Cataluña: Cataluña Central;2021M12;
Cataluña: Cataluña Central;2021M11;
Cataluña: Cataluña Central;2021M10;
Cataluña: Cataluña Central;2021M09;
Cataluña: Cataluña Central;2021M08;
Cataluña: Cataluña Central;2021M07;
Cataluña: Cataluña Central;2021M06;
Cataluña: Cataluña Central;2021M05;
Cataluña: Cataluña Central;2021M04;
Cataluña: Cataluña Central;2021M03;
Cataluña: Cataluña Central;2021M02;
Cataluña: Cataluña Central;2021M01;
Cataluña: Cataluña Central;2020M12;
Cataluña: Cataluña Central;2020M11;
Cataluña: Cataluña Central;2020M10;
Cataluña: Cataluña Central;2020M09;
Cataluña: Cataluña Central;2020M08;
Cataluña: Cataluña Central;2020M07;
Cataluña: Cataluña Central;2020M06;
Cataluña: Cataluña Central;2020M05;
Cataluña: Cataluña Central;2020M04;
Cataluña: Cataluña Central;2020M03;
Cataluña: Cataluña Central;2020M02;
Cataluña: Cataluña Central;2020M01;
Cataluña: Cataluña Central;2019M12;
Cataluña: Cataluña Central;2019M11;
Cataluña: Cataluña Central;2019M10;
Cataluña: Cataluña Central;2019M09;
Cataluña: Cataluña Central;2019M08;
Cataluña: Cataluña Central;2019M07;
Cataluña: Cataluña Central;2019M06;
Cataluña: Cataluña Central;2019M05;
Cataluña: Cataluña Central;2019M04;
Cataluña: Cataluña Central;2019M03;
Cataluña: Cataluña Central;2019M02;
Cataluña: Cataluña Central;2019M01;
Cataluña: Cataluña Central;2018M12;
Cataluña: Cataluña Central;2018M11;
Cataluña: Cataluña Central;2018M10;
Cataluña: Cataluña Central;2018M09;
Cataluña: Cataluña Central;2018M08;
Cataluña: Cataluña Central;2018M07;
Cataluña: Cataluña Central;2018M06;
Cataluña: Cataluña Central;2018M05;
Cataluña: Cataluña Central;2018M04;
Cataluña: Cataluña Central;2018M03;
Cataluña: Cataluña Central;2018M02;
Cataluña: Cataluña Central;2018M01;
Cataluña: Cataluña Central;2017M12;
Cataluña: Cataluña Central;2017M11;
Cataluña: Cataluña Central;2017M10;
Cataluña: Cataluña Central;2017M09;
Cataluña: Cataluña Central;2017M08;
Cataluña: Cataluña Central;2017M07;
Cataluña: Cataluña Central;2017M06;
Cataluña: Cataluña Central;2017M05;
Cataluña: Cataluña Central;2017M04;
Cataluña: Cataluña Central;2017M03;
Cataluña: Cataluña Central;2017M02;
Cataluña: Cataluña Central;2017M01;
Cataluña: Cataluña Central;2016M12;
Cataluña: Cataluña Central;2016M11;
Cataluña: Cataluña Central;2016M10;
Cataluña: Cataluña Central;2016M09;
Cataluña: Cataluña Central;2016M08;
Cataluña: Cataluña Central;2016M07;
Cataluña: Cataluña Central;2016M06;
Cataluña: Cataluña Central;2016M05;
Cataluña: Cataluña Central;2016M04;
Cataluña: Cataluña Central;2016M03;
Cataluña: Cataluña Central;2016M02;
Cataluña: Cataluña Central;2016M01;
Cataluña: Cataluña Central;2015M12;
Cataluña: Cataluña Central;2015M11;
Cataluña: Cataluña Central;2015M10;
Cataluña: Cataluña Central;2015M09;
Cataluña: Cataluña Central;2015M08;
Cataluña: Cataluña Central;2015M07;
Cataluña: Cataluña Central;2015M06;
Cataluña: Cataluña Central;2015M05;
Cataluña: Cataluña Central;2015M04;
Cataluña: Cataluña Central;2015M03;
Cataluña: Cataluña Central;2015M02;
Cataluña: Cataluña Central;2015M01;
Cataluña: Cataluña Central;2014M12;31
Cataluña: Cataluña Central;2014M11;27,91
Cataluña: Cataluña Central;2014M10;29,96
Cataluña: Cataluña Central;2014M09;10,47
Cataluña: Cataluña Central;2014M08;5,23
Cataluña: Cataluña Central;2014M07;5,84
Cataluña: Cataluña Central;2014M06;30
Cataluña: Cataluña Central;2014M05;26,51
Cataluña: Cataluña Central;2014M04;30
Cataluña: Cataluña Central;2014M03;31
Cataluña: Cataluña Central;2014M02;28
Cataluña: Cataluña Central;2014M01;31
Cataluña: Cataluña Central;2013M12;31
Cataluña: Cataluña Central;2013M11;30
Cataluña: Cataluña Central;2013M10;31
Cataluña: Cataluña Central;2013M09;12,22
Cataluña: Cataluña Central;2013M08;6,06
Cataluña: Cataluña Central;2013M07;6,39
Cataluña: Cataluña Central;2013M06;30
Cataluña: Cataluña Central;2013M05;31
Cataluña: Cataluña Central;2013M04;30
Cataluña: Cataluña Central;2013M03;31
Cataluña: Cataluña Central;2013M02;28
Cataluña: Cataluña Central;2013M01;31
Cataluña: Cataluña Central;2012M12;
Cataluña: Cataluña Central;2012M11;
Cataluña: Cataluña Central;2012M10;
Cataluña: Cataluña Central;2012M09;
Cataluña: Cataluña Central;2012M08;
Cataluña: Cataluña Central;2012M07;
Cataluña: Cataluña Central;2012M06;
Cataluña: Cataluña Central;2012M05;
Cataluña: Cataluña Central;2012M04;
Cataluña: Cataluña Central;2012M03;
Cataluña: Cataluña Central;2012M02;
Cataluña: Cataluña Central;2012M01;
Cataluña: Cataluña Central;2011M12;
Cataluña: Cataluña Central;2011M11;
Cataluña: Cataluña Central;2011M10;
Cataluña: Cataluña Central;2011M09;
Cataluña: Cataluña Central;2011M08;
Cataluña: Cataluña Central;2011M07;
Cataluña: Cataluña Central;2011M06;
Cataluña: Cataluña Central;2011M05;
Cataluña: Cataluña Central;2011M04;
Cataluña: Cataluña Central;2011M03;
Cataluña: Cataluña Central;2011M02;
Cataluña: Cataluña Central;2011M01;
Cataluña: Cataluña Central;2010M12;
Cataluña: Cataluña Central;2010M11;
Cataluña: Cataluña Central;2010M10;
Cataluña: Cataluña Central;2010M09;
Cataluña: Cataluña Central;2010M08;
Cataluña: Cataluña Central;2010M07;
Cataluña: Cataluña Central;2010M06;
Cataluña: Cataluña Central;2010M05;
Cataluña: Cataluña Central;2010M04;
Cataluña: Cataluña Central;2010M03;
Cataluña: Cataluña Central;2010M02;
Cataluña: Cataluña Central;2010M01;
Cataluña: Cataluña Central;2009M12;
Cataluña: Cataluña Central;2009M11;
Cataluña: Cataluña Central;2009M10;
Cataluña: Cataluña Central;2009M09;
Cataluña: Cataluña Central;2009M08;
Cataluña: Cataluña Central;2009M07;
Cataluña: Cataluña Central;2009M06;
Cataluña: Cataluña Central;2009M05;
Cataluña: Cataluña Central;2009M04;
Cataluña: Cataluña Central;2009M03;
Cataluña: Cataluña Central;2009M02;
Cataluña: Cataluña Central;2009M01;
Cataluña: Cataluña Central;2008M12;
Cataluña: Cataluña Central;2008M11;
Cataluña: Cataluña Central;2008M10;
Cataluña: Cataluña Central;2008M09;
Cataluña: Cataluña Central;2008M08;
Cataluña: Cataluña Central;2008M07;
Cataluña: Cataluña Central;2008M06;
Cataluña: Cataluña Central;2008M05;
Cataluña: Cataluña Central;2008M04;
Cataluña: Cataluña Central;2008M03;
Cataluña: Cataluña Central;2008M02;
Cataluña: Cataluña Central;2008M01;
Cataluña: Cataluña Central;2007M12;
Cataluña: Cataluña Central;2007M11;
Cataluña: Cataluña Central;2007M10;
Cataluña: Cataluña Central;2007M09;
Cataluña: Cataluña Central;2007M08;
Cataluña: Cataluña Central;2007M07;
Cataluña: Cataluña Central;2007M06;
Cataluña: Cataluña Central;2007M05;
Cataluña: Cataluña Central;2007M04;
Cataluña: Cataluña Central;2007M03;
Cataluña: Cataluña Central;2007M02;
Cataluña: Cataluña Central;2007M01;
Cataluña: Cataluña Central;2006M12;
Cataluña: Cataluña Central;2006M11;
Cataluña: Cataluña Central;2006M10;
Cataluña: Cataluña Central;2006M09;
Cataluña: Cataluña Central;2006M08;
Cataluña: Cataluña Central;2006M07;
Cataluña: Cataluña Central;2006M06;
Cataluña: Cataluña Central;2006M05;
Cataluña: Cataluña Central;2006M04;
Cataluña: Cataluña Central;2006M03;
Cataluña: Cataluña Central;2006M02;
Cataluña: Cataluña Central;2006M01;
Cataluña: Cataluña Central;2005M12;
Cataluña: Cataluña Central;2005M11;
Cataluña: Cataluña Central;2005M10;
Cataluña: Cataluña Central;2005M09;
Cataluña: Cataluña Central;2005M08;
Cataluña: Cataluña Central;2005M07;
Cataluña: Cataluña Central;2005M06;
Cataluña: Cataluña Central;2005M05;
Cataluña: Cataluña Central;2005M04;
Cataluña: Cataluña Central;2005M03;
Cataluña: Cataluña Central;2005M02;
Cataluña: Cataluña Central;2005M01;
Comunitat Valenciana: Costa Blanca;2022M08;6,87
Comunitat Valenciana: Costa Blanca;2022M07;6,41
Comunitat Valenciana: Costa Blanca;2022M06;5,53
Comunitat Valenciana: Costa Blanca;2022M05;5,61
Comunitat Valenciana: Costa Blanca;2022M04;4,99
Comunitat Valenciana: Costa Blanca;2022M03;6,85
Comunitat Valenciana: Costa Blanca;2022M02;6,16
Comunitat Valenciana: Costa Blanca;2022M01;8,42
Comunitat Valenciana: Costa Blanca;2021M12;5,73
Comunitat Valenciana: Costa Blanca;2021M11;7,05
Comunitat Valenciana: Costa Blanca;2021M10;6,81
Comunitat Valenciana: Costa Blanca;2021M09;6,56
Comunitat Valenciana: Costa Blanca;2021M08;6,97
Comunitat Valenciana: Costa Blanca;2021M07;6
Comunitat Valenciana: Costa Blanca;2021M06;4,7
Comunitat Valenciana: Costa Blanca;2021M05;4,68
Comunitat Valenciana: Costa Blanca;2021M04;4,2
Comunitat Valenciana: Costa Blanca;2021M03;6,79
Comunitat Valenciana: Costa Blanca;2021M02;12,86
Comunitat Valenciana: Costa Blanca;2021M01;10,72
Comunitat Valenciana: Costa Blanca;2020M12;7,21
Comunitat Valenciana: Costa Blanca;2020M11;9,21
Comunitat Valenciana: Costa Blanca;2020M10;7,82
Comunitat Valenciana: Costa Blanca;2020M09;7,38
Comunitat Valenciana: Costa Blanca;2020M08;7,26
Comunitat Valenciana: Costa Blanca;2020M07;6,8
Comunitat Valenciana: Costa Blanca;2020M06;.
Comunitat Valenciana: Costa Blanca;2020M05;.
Comunitat Valenciana: Costa Blanca;2020M04;0
Comunitat Valenciana: Costa Blanca;2020M03;8,04
Comunitat Valenciana: Costa Blanca;2020M02;8,04
Comunitat Valenciana: Costa Blanca;2020M01;9,41
Comunitat Valenciana: Costa Blanca;2019M12;6,72
Comunitat Valenciana: Costa Blanca;2019M11;7,05
Comunitat Valenciana: Costa Blanca;2019M10;7,25
Comunitat Valenciana: Costa Blanca;2019M09;7,09
Comunitat Valenciana: Costa Blanca;2019M08;8,25
Comunitat Valenciana: Costa Blanca;2019M07;7,33
Comunitat Valenciana: Costa Blanca;2019M06;5,94
Comunitat Valenciana: Costa Blanca;2019M05;5,89
Comunitat Valenciana: Costa Blanca;2019M04;5,95
Comunitat Valenciana: Costa Blanca;2019M03;6,99
Comunitat Valenciana: Costa Blanca;2019M02;7,82
Comunitat Valenciana: Costa Blanca;2019M01;9,68
Comunitat Valenciana: Costa Blanca;2018M12;6,52
Comunitat Valenciana: Costa Blanca;2018M11;7,33
Comunitat Valenciana: Costa Blanca;2018M10;7,23
Comunitat Valenciana: Costa Blanca;2018M09;6,57
Comunitat Valenciana: Costa Blanca;2018M08;8,27
Comunitat Valenciana: Costa Blanca;2018M07;7,07
Comunitat Valenciana: Costa Blanca;2018M06;6,22
Comunitat Valenciana: Costa Blanca;2018M05;5,97
Comunitat Valenciana: Costa Blanca;2018M04;5,42
Comunitat Valenciana: Costa Blanca;2018M03;7
Comunitat Valenciana: Costa Blanca;2018M02;8,5
Comunitat Valenciana: Costa Blanca;2018M01;10,23
Comunitat Valenciana: Costa Blanca;2017M12;8,08
Comunitat Valenciana: Costa Blanca;2017M11;8,49
Comunitat Valenciana: Costa Blanca;2017M10;8,07
Comunitat Valenciana: Costa Blanca;2017M09;7,46
Comunitat Valenciana: Costa Blanca;2017M08;9,24
Comunitat Valenciana: Costa Blanca;2017M07;7,82
Comunitat Valenciana: Costa Blanca;2017M06;6,8
Comunitat Valenciana: Costa Blanca;2017M05;6,06
Comunitat Valenciana: Costa Blanca;2017M04;5,72
Comunitat Valenciana: Costa Blanca;2017M03;7,16
Comunitat Valenciana: Costa Blanca;2017M02;7,83
Comunitat Valenciana: Costa Blanca;2017M01;8,72
Comunitat Valenciana: Costa Blanca;2016M12;6,41
Comunitat Valenciana: Costa Blanca;2016M11;7,31
Comunitat Valenciana: Costa Blanca;2016M10;7,49
Comunitat Valenciana: Costa Blanca;2016M09;6,9
Comunitat Valenciana: Costa Blanca;2016M08;8,85
Comunitat Valenciana: Costa Blanca;2016M07;7,44
Comunitat Valenciana: Costa Blanca;2016M06;6,21
Comunitat Valenciana: Costa Blanca;2016M05;5,86
Comunitat Valenciana: Costa Blanca;2016M04;5,97
Comunitat Valenciana: Costa Blanca;2016M03;6,54
Comunitat Valenciana: Costa Blanca;2016M02;7,4
Comunitat Valenciana: Costa Blanca;2016M01;9,64
Comunitat Valenciana: Costa Blanca;2015M12;6,18
Comunitat Valenciana: Costa Blanca;2015M11;7,28
Comunitat Valenciana: Costa Blanca;2015M10;7,26
Comunitat Valenciana: Costa Blanca;2015M09;6,49
Comunitat Valenciana: Costa Blanca;2015M08;7,84
Comunitat Valenciana: Costa Blanca;2015M07;7,11
Comunitat Valenciana: Costa Blanca;2015M06;5,72
Comunitat Valenciana: Costa Blanca;2015M05;5,73
Comunitat Valenciana: Costa Blanca;2015M04;5,74
Comunitat Valenciana: Costa Blanca;2015M03;7,71
Comunitat Valenciana: Costa Blanca;2015M02;10,14
Comunitat Valenciana: Costa Blanca;2015M01;11,07
Comunitat Valenciana: Costa Blanca;2014M12;7,72
Comunitat Valenciana: Costa Blanca;2014M11;8,88
Comunitat Valenciana: Costa Blanca;2014M10;7,91
Comunitat Valenciana: Costa Blanca;2014M09;7,11
Comunitat Valenciana: Costa Blanca;2014M08;8,3
Comunitat Valenciana: Costa Blanca;2014M07;7,72
Comunitat Valenciana: Costa Blanca;2014M06;6,75
Comunitat Valenciana: Costa Blanca;2014M05;6,69
Comunitat Valenciana: Costa Blanca;2014M04;6,04
Comunitat Valenciana: Costa Blanca;2014M03;8,65
Comunitat Valenciana: Costa Blanca;2014M02;9,19
Comunitat Valenciana: Costa Blanca;2014M01;10,5
Comunitat Valenciana: Costa Blanca;2013M12;7,13
Comunitat Valenciana: Costa Blanca;2013M11;7,59
Comunitat Valenciana: Costa Blanca;2013M10;8,1
Comunitat Valenciana: Costa Blanca;2013M09;7,64
Comunitat Valenciana: Costa Blanca;2013M08;8,46
Comunitat Valenciana: Costa Blanca;2013M07;7,78
Comunitat Valenciana: Costa Blanca;2013M06;7,12
Comunitat Valenciana: Costa Blanca;2013M05;6,46
Comunitat Valenciana: Costa Blanca;2013M04;5,84
Comunitat Valenciana: Costa Blanca;2013M03;6,5
Comunitat Valenciana: Costa Blanca;2013M02;7,82
Comunitat Valenciana: Costa Blanca;2013M01;9,74
Comunitat Valenciana: Costa Blanca;2012M12;6,36
Comunitat Valenciana: Costa Blanca;2012M11;8,45
Comunitat Valenciana: Costa Blanca;2012M10;7,64
Comunitat Valenciana: Costa Blanca;2012M09;7,41
Comunitat Valenciana: Costa Blanca;2012M08;8,1
Comunitat Valenciana: Costa Blanca;2012M07;8,06
Comunitat Valenciana: Costa Blanca;2012M06;6,83
Comunitat Valenciana: Costa Blanca;2012M05;6,82
Comunitat Valenciana: Costa Blanca;2012M04;6,14
Comunitat Valenciana: Costa Blanca;2012M03;6,77
Comunitat Valenciana: Costa Blanca;2012M02;8,26
Comunitat Valenciana: Costa Blanca;2012M01;9,47
Comunitat Valenciana: Costa Blanca;2011M12;6,43
Comunitat Valenciana: Costa Blanca;2011M11;8,32
Comunitat Valenciana: Costa Blanca;2011M10;7,78
Comunitat Valenciana: Costa Blanca;2011M09;7,54
Comunitat Valenciana: Costa Blanca;2011M08;7,59
Comunitat Valenciana: Costa Blanca;2011M07;7,58
Comunitat Valenciana: Costa Blanca;2011M06;6,48
Comunitat Valenciana: Costa Blanca;2011M05;5,77
Comunitat Valenciana: Costa Blanca;2011M04;5,31
Comunitat Valenciana: Costa Blanca;2011M03;6,48
Comunitat Valenciana: Costa Blanca;2011M02;7,14
Comunitat Valenciana: Costa Blanca;2011M01;9,46
Comunitat Valenciana: Costa Blanca;2010M12;5,81
Comunitat Valenciana: Costa Blanca;2010M11;8,39
Comunitat Valenciana: Costa Blanca;2010M10;7,49
Comunitat Valenciana: Costa Blanca;2010M09;7,92
Comunitat Valenciana: Costa Blanca;2010M08;9,13
Comunitat Valenciana: Costa Blanca;2010M07;8
Comunitat Valenciana: Costa Blanca;2010M06;6,71
Comunitat Valenciana: Costa Blanca;2010M05;6,5
Comunitat Valenciana: Costa Blanca;2010M04;6,1
Comunitat Valenciana: Costa Blanca;2010M03;7,26
Comunitat Valenciana: Costa Blanca;2010M02;8,47
Comunitat Valenciana: Costa Blanca;2010M01;12,33
Comunitat Valenciana: Costa Blanca;2009M12;6,01
Comunitat Valenciana: Costa Blanca;2009M11;7,62
Comunitat Valenciana: Costa Blanca;2009M10;7,76
Comunitat Valenciana: Costa Blanca;2009M09;8,58
Comunitat Valenciana: Costa Blanca;2009M08;9,56
Comunitat Valenciana: Costa Blanca;2009M07;9,24
Comunitat Valenciana: Costa Blanca;2009M06;7,04
Comunitat Valenciana: Costa Blanca;2009M05;6,47
Comunitat Valenciana: Costa Blanca;2009M04;6,78
Comunitat Valenciana: Costa Blanca;2009M03;8,91
Comunitat Valenciana: Costa Blanca;2009M02;9,16
Comunitat Valenciana: Costa Blanca;2009M01;13,72
Comunitat Valenciana: Costa Blanca;2008M12;7,93
Comunitat Valenciana: Costa Blanca;2008M11;8,8
Comunitat Valenciana: Costa Blanca;2008M10;9,58
Comunitat Valenciana: Costa Blanca;2008M09;8,78
Comunitat Valenciana: Costa Blanca;2008M08;9,98
Comunitat Valenciana: Costa Blanca;2008M07;9,35
Comunitat Valenciana: Costa Blanca;2008M06;8
Comunitat Valenciana: Costa Blanca;2008M05;7,91
Comunitat Valenciana: Costa Blanca;2008M04;7,8
Comunitat Valenciana: Costa Blanca;2008M03;9,04
Comunitat Valenciana: Costa Blanca;2008M02;10,73
Comunitat Valenciana: Costa Blanca;2008M01;13,42
Comunitat Valenciana: Costa Blanca;2007M12;9,15
Comunitat Valenciana: Costa Blanca;2007M11;11,08
Comunitat Valenciana: Costa Blanca;2007M10;8,71
Comunitat Valenciana: Costa Blanca;2007M09;8,13
Comunitat Valenciana: Costa Blanca;2007M08;9,9
Comunitat Valenciana: Costa Blanca;2007M07;10,12
Comunitat Valenciana: Costa Blanca;2007M06;8,49
Comunitat Valenciana: Costa Blanca;2007M05;8,33
Comunitat Valenciana: Costa Blanca;2007M04;7,4
Comunitat Valenciana: Costa Blanca;2007M03;9,59
Comunitat Valenciana: Costa Blanca;2007M02;10,86
Comunitat Valenciana: Costa Blanca;2007M01;12,28
Comunitat Valenciana: Costa Blanca;2006M12;7,68
Comunitat Valenciana: Costa Blanca;2006M11;9,14
Comunitat Valenciana: Costa Blanca;2006M10;9,73
Comunitat Valenciana: Costa Blanca;2006M09;9,01
Comunitat Valenciana: Costa Blanca;2006M08;9,58
Comunitat Valenciana: Costa Blanca;2006M07;9,67
Comunitat Valenciana: Costa Blanca;2006M06;8,51
Comunitat Valenciana: Costa Blanca;2006M05;8,83
Comunitat Valenciana: Costa Blanca;2006M04;6,95
Comunitat Valenciana: Costa Blanca;2006M03;10,15
Comunitat Valenciana: Costa Blanca;2006M02;10,37
Comunitat Valenciana: Costa Blanca;2006M01;13,61
Comunitat Valenciana: Costa Blanca;2005M12;9,07
Comunitat Valenciana: Costa Blanca;2005M11;9,46
Comunitat Valenciana: Costa Blanca;2005M10;10,36
Comunitat Valenciana: Costa Blanca;2005M09;9,55
Comunitat Valenciana: Costa Blanca;2005M08;11,09
Comunitat Valenciana: Costa Blanca;2005M07;10,34
Comunitat Valenciana: Costa Blanca;2005M06;8,73
Comunitat Valenciana: Costa Blanca;2005M05;9,13
Comunitat Valenciana: Costa Blanca;2005M04;8,63
Comunitat Valenciana: Costa Blanca;2005M03;9,32
Comunitat Valenciana: Costa Blanca;2005M02;11,55
Comunitat Valenciana: Costa Blanca;2005M01;14,86
Comunitat Valenciana: Costa Azahar;2022M08;
Comunitat Valenciana: Costa Azahar;2022M07;
Comunitat Valenciana: Costa Azahar;2022M06;
Comunitat Valenciana: Costa Azahar;2022M05;
Comunitat Valenciana: Costa Azahar;2022M04;
Comunitat Valenciana: Costa Azahar;2022M03;
Comunitat Valenciana: Costa Azahar;2022M02;
Comunitat Valenciana: Costa Azahar;2022M01;
Comunitat Valenciana: Costa Azahar;2021M12;
Comunitat Valenciana: Costa Azahar;2021M11;
Comunitat Valenciana: Costa Azahar;2021M10;
Comunitat Valenciana: Costa Azahar;2021M09;
