Zonas  Turísticas;Apartamentos y personal empleado;Periodo;Total
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2018M02;54,51
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2018M01;52,68
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2017M12;49,76
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2017M11;55,61
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2017M10;54,23
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2017M09;57,52
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2017M08;68,16
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2017M07;60,46
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2017M06;54,76
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2017M05;43,47
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2017M04;55,44
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2017M03;57,45
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2017M02;56,76
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2017M01;53,44
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2016M12;47,92
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2016M11;53,01
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2016M10;56,34
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2016M09;55,21
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2016M08;63,89
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2016M07;61,99
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2016M06;47,35
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2016M05;41,16
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2016M04;45,86
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2016M03;51,74
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2016M02;50,19
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2016M01;45,29
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2015M12;44,91
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2015M11;50,89
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2015M10;57,15
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2015M09;56,02
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2015M08;63,34
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2015M07;61,86
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2015M06;40,21
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2015M05;37,01
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2015M04;41,32
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2015M03;47,96
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2015M02;50,07
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2015M01;44,34
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2014M12;43,34
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2014M11;47,9
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2014M10;51,19
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2014M09;53,35
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2014M08;62,66
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2014M07;55,5
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2014M06;41,29
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2014M05;35,63
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2014M04;43,98
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2014M03;49,44
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2014M02;50,36
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2014M01;48,65
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2013M12;45,19
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2013M11;44,56
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2013M10;43,49
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2013M09;48,23
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2013M08;63,58
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2013M07;54,35
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2013M06;34,21
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2013M05;33,23
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2013M04;38,15
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2013M03;45,45
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2013M02;45,62
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2013M01;39,95
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2012M12;41,61
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2012M11;41,5
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2012M10;42,07
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2012M09;48,27
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2012M08;55,72
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2012M07;53,25
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2012M06;33,87
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2012M05;29,2
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2012M04;39,91
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2012M03;44,6
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2012M02;46,65
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2012M01;45,59
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2011M12;39,38
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2011M11;49,25
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2011M10;48,81
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2011M09;51,83
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2011M08;65,32
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2011M07;57,43
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2011M06;35,35
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2011M05;32,99
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2011M04;44,35
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2011M03;53,81
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2011M02;50,25
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2011M01;42,99
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2010M12;39,82
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2010M11;44,64
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2010M10;46,26
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2010M09;44,48
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2010M08;60,83
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2010M07;46,89
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2010M06;31,18
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2010M05;24,97
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2010M04;31,21
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2010M03;33,02
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2010M02;32
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2010M01;26,58
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2009M12;31,3
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2009M11;30,59
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2009M10;29,09
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2009M09;28,6
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2009M08;42,26
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2009M07;32,91
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2009M06;23,32
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2009M05;23,92
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2009M04;32,18
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2009M03;29,64
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2009M02;30,96
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2009M01;33,91
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2008M12;36,36
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2008M11;40,23
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2008M10;37,4
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2008M09;49,32
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2008M08;61,37
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2008M07;48,41
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2008M06;31,83
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2008M05;27,52
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2008M04;29,41
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2008M03;39,35
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2008M02;35,97
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2008M01;31,9
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2007M12;40,16
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2007M11;36,08
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2007M10;49,45
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2007M09;48,07
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2007M08;70,26
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2007M07;54,52
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2007M06;40,57
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2007M05;36,86
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2007M04;39,34
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2007M03;42,79
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2007M02;34,9
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2007M01;32,82
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2006M12;38,78
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2006M11;34,92
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2006M10;45,94
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2006M09;47,16
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2006M08;66,81
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2006M07;57,42
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2006M06;30,62
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2006M05;25,3
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2006M04;39,81
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2006M03;37,13
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2006M02;32,25
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2006M01;31,99
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2005M12;33,14
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2005M11;36,75
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2005M10;41,29
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2005M09;42,17
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2005M08;58,06
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2005M07;45,97
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2005M06;29,9
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2005M05;28,88
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2005M04;32,79
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2005M03;40,78
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2005M02;38,01
Canarias: Isla De Fuerteventura;Grado de ocupación por plazas;2005M01;34,74
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2022M08;76,97
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2022M07;65,65
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2022M06;63,64
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2022M05;58
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2022M04;64,07
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2022M03;68,53
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2022M02;62,89
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2022M01;52,38
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2021M12;55,67
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2021M11;72,32
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2021M10;63,93
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2021M09;63,52
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2021M08;59,98
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2021M07;43,87
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2021M06;28,74
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2021M05;25,7
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2021M04;19,21
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2021M03;23,12
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2021M02;17,32
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2021M01;15,92
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2020M12;25,88
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2020M11;23,09
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2020M10;24,53
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2020M09;27,6
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2020M08;46,53
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2020M07;40,31
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2020M06;.
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2020M05;.
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2020M04;0
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2020M03;43,67
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2020M02;71,84
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2020M01;73,78
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2019M12;68,56
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2019M11;72,77
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2019M10;61,26
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2019M09;73,76
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2019M08;72,17
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2019M07;64,27
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2019M06;59,85
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2019M05;55,48
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2019M04;58,48
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2019M03;78,17
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2019M02;74,12
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2019M01;54,65
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2018M12;70,88
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2018M11;81,14
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2018M10;78,05
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2018M09;86,04
Canarias: Isla De Fuerteventura;Grado de ocupación por apartamentos;2018M08;86,21
